SIMID;STATEX;STATEY;BALLX;BALLY;ACTION;REWARD
4;20;6;10;8;UP;1
4;20;5;9;7;UP;1
4;20;4;8;6;UP;1
4;20;3;7;5;UP;1
4;20;4;6;4;DOWN;1
4;20;3;5;3;UP;1
4;20;2;4;2;UP;1
4;20;3;3;1;DOWN;-2
4;20;2;2;0;UP;-2
4;20;1;1;1;UP;1
5;20;0;4;4;NONE;-2
5;20;1;5;5;DOWN;-2
5;20;2;6;6;DOWN;-2
5;20;3;7;7;DOWN;-2
5;20;4;8;8;DOWN;-2
5;20;5;9;9;DOWN;-2
5;20;4;10;8;UP;-2
5;20;3;11;7;UP;-2
5;20;2;12;6;UP;-2
5;20;3;13;5;DOWN;1
5;20;2;14;4;UP;1
5;20;1;15;3;UP;1
5;20;2;16;2;DOWN;1
5;20;3;17;1;DOWN;-2
5;20;4;18;0;DOWN;-4
5;20;3;19;1;UP;-2
5;20;4;20;2;DOWN;-10
5;20;3;19;3;UP;1
5;20;4;18;4;DOWN;1
5;20;5;17;5;DOWN;1
5;20;4;16;6;UP;1
5;20;5;15;7;DOWN;1
5;20;6;14;8;DOWN;1
5;20;5;13;9;UP;-2
5;20;4;12;8;UP;-2
5;20;3;11;7;UP;-2
5;20;4;10;6;DOWN;1
5;20;5;9;5;DOWN;1
5;20;4;8;4;UP;1
5;20;3;7;3;UP;1
5;20;2;6;2;UP;1
5;20;3;5;1;DOWN;-2
5;20;2;4;0;UP;-2
5;20;1;3;1;UP;1
5;20;0;2;2;UP;1
5;20;1;1;3;DOWN;1
5;20;0;0;4;UP;-2
5;20;1;1;5;DOWN;-2
5;20;2;2;6;DOWN;-2
5;20;1;3;7;UP;-4
5;20;2;4;8;DOWN;-4
5;20;1;5;9;UP;-6
5;20;0;6;8;UP;-6
5;20;0;7;7;NONE;-5
5;20;1;8;6;DOWN;-3
5;20;2;9;5;DOWN;-1
5;20;3;10;4;DOWN;1
5;20;2;11;3;UP;1
5;20;3;12;2;DOWN;-1
5;20;4;13;1;DOWN;-3
5;20;3;14;0;UP;-3
5;20;2;15;1;UP;-1
5;20;3;16;2;DOWN;-1
5;20;4;17;3;DOWN;-1
5;20;5;18;4;DOWN;-1
5;20;6;19;5;DOWN;-1
5;20;5;20;6;UP;10
5;20;6;19;7;DOWN;1
5;20;5;18;8;UP;-1
5;20;6;17;9;DOWN;-1
5;20;7;16;8;DOWN;1
5;20;7;15;7;NONE;1
5;20;7;14;6;NONE;-1
5;20;6;13;5;UP;-1
5;20;5;12;4;UP;-1
5;20;6;11;3;DOWN;-3
5;20;5;10;2;UP;-3
5;20;6;9;1;DOWN;-5
5;20;7;8;0;DOWN;-7
5;20;6;7;1;UP;-5
5;20;7;6;2;DOWN;-5
5;20;6;5;3;UP;-3
5;20;5;4;4;UP;-1
5;20;6;3;5;DOWN;-1
5;20;5;2;6;UP;1
5;20;4;1;7;UP;-1
5;20;5;0;8;DOWN;-1
5;20;4;1;9;UP;-3
5;20;3;2;8;UP;-3
5;20;4;3;7;DOWN;-1
5;20;3;4;6;UP;-1
5;20;4;5;5;DOWN;1
5;20;5;6;4;DOWN;-1
5;20;4;7;3;UP;-1
5;20;3;8;2;UP;-1
5;20;4;9;1;DOWN;-3
5;20;5;10;0;DOWN;-5
5;20;6;11;1;DOWN;-5
5;20;7;12;2;DOWN;-5
5;20;6;13;3;UP;-3
5;20;5;14;4;UP;-1
5;20;4;15;5;UP;1
5;20;3;16;6;UP;-1
5;20;4;17;7;DOWN;-1
5;20;3;18;8;UP;-3
5;20;2;19;9;UP;-5
5;20;3;20;8;DOWN;-10
5;20;2;19;7;UP;-3
5;20;1;18;6;UP;-3
5;20;0;17;5;UP;-3
5;20;1;16;4;DOWN;-1
5;20;0;15;3;UP;-1
5;20;0;14;2;NONE;1
5;20;0;13;1;NONE;1
5;20;1;12;0;DOWN;-1
5;20;2;11;1;DOWN;-1
5;20;3;10;2;DOWN;-1
5;20;4;9;3;DOWN;-1
5;20;3;8;4;UP;1
5;20;4;7;5;DOWN;1
5;20;3;6;6;UP;-1
5;20;2;5;7;UP;-3
5;20;3;4;8;DOWN;-3
5;20;2;3;9;UP;-5
5;20;1;2;8;UP;-5
5;20;2;1;7;DOWN;-3
5;20;1;0;6;UP;-3
5;20;0;1;5;UP;-3
5;20;0;2;4;NONE;-2
5;20;1;3;3;DOWN;1
5;20;0;4;2;UP;1
5;20;1;5;1;DOWN;1
5;20;0;6;0;UP;1
5;20;0;7;1;NONE;1
5;20;0;8;2;NONE;1
5;20;0;9;3;NONE;-1
5;20;0;10;4;NONE;-2
5;20;0;11;5;NONE;-3
5;20;0;12;6;NONE;-4
5;20;0;13;7;NONE;-5
5;20;0;14;8;NONE;-6
5;20;0;15;9;NONE;-7
5;20;1;16;8;DOWN;-5
5;20;0;17;7;UP;-5
5;20;1;18;6;DOWN;-3
5;20;2;19;5;DOWN;-1
5;20;3;20;4;DOWN;10
5;20;2;19;3;UP;1
5;20;1;18;2;UP;1
5;20;0;17;1;UP;1
5;20;1;16;0;DOWN;-1
5;20;2;15;1;DOWN;-1
5;20;3;14;2;DOWN;-1
5;20;4;13;3;DOWN;-1
5;20;5;12;4;DOWN;-1
5;20;6;11;5;DOWN;-1
5;20;5;10;6;UP;1
5;20;4;9;7;UP;-1
5;20;5;8;8;DOWN;-1
5;20;6;7;9;DOWN;-1
5;20;5;6;8;UP;-1
5;20;6;5;7;DOWN;1
5;20;5;4;6;UP;1
5;20;6;3;5;DOWN;-1
5;20;7;2;4;DOWN;-3
5;20;6;1;3;UP;-3
5;20;5;0;2;UP;-3
5;20;4;1;1;UP;-3
5;20;3;2;0;UP;-3
5;20;2;3;1;UP;-1
5;20;1;4;2;UP;1
5;20;2;5;3;DOWN;1
5;20;3;6;4;DOWN;1
5;20;4;7;5;DOWN;1
5;20;3;8;6;UP;-1
5;20;2;9;7;UP;-3
5;20;1;10;8;UP;-5
5;20;0;11;9;UP;-7
5;20;0;12;8;NONE;-6
5;20;0;13;7;NONE;-5
5;20;1;14;6;DOWN;-3
5;20;2;15;5;DOWN;-1
5;20;1;16;4;UP;-1
5;20;2;17;3;DOWN;1
5;20;3;18;2;DOWN;-1
5;20;2;19;1;UP;-1
5;20;3;20;0;DOWN;-10
5;20;2;19;1;UP;-1
5;20;3;18;2;DOWN;-1
5;20;2;17;3;UP;1
5;20;1;16;4;UP;-1
5;20;2;15;5;DOWN;-1
5;20;1;14;6;UP;-3
5;20;0;13;7;UP;-5
5;20;0;12;8;NONE;-6
5;20;1;11;9;DOWN;-6
5;20;0;10;8;UP;-6
5;20;0;9;7;NONE;-5
5;20;1;8;6;DOWN;-3
5;20;2;7;5;DOWN;-1
5;20;1;6;4;UP;-1
5;20;2;5;3;DOWN;1
5;20;1;4;2;UP;1
5;20;0;3;1;UP;1
5;20;1;2;0;DOWN;-1
5;20;2;1;1;DOWN;-1
5;20;3;0;2;DOWN;-1
5;20;2;1;3;UP;1
5;20;1;2;4;UP;-1
5;20;2;3;5;DOWN;-1
5;20;1;4;6;UP;-3
5;20;0;5;7;UP;-5
5;20;1;6;8;DOWN;-5
5;20;0;7;9;UP;-7
5;20;0;8;8;NONE;-6
5;20;0;9;7;NONE;-5
5;20;1;10;6;DOWN;-3
5;20;2;11;5;DOWN;-1
5;20;1;12;4;UP;-1
5;20;2;13;3;DOWN;1
5;20;1;14;2;UP;1
5;20;2;15;1;DOWN;-1
5;20;3;16;0;DOWN;-3
5;20;4;17;1;DOWN;-3
5;20;3;18;2;UP;-1
5;20;2;19;3;UP;1
5;20;3;20;4;DOWN;10
5;20;4;19;5;DOWN;1
5;20;5;18;6;DOWN;1
5;20;4;17;7;UP;-1
5;20;3;16;8;UP;-3
5;20;4;15;9;DOWN;-3
5;20;3;14;8;UP;-3
5;20;4;13;7;DOWN;-1
5;20;5;12;6;DOWN;1
5;20;4;11;5;UP;1
5;20;5;10;4;DOWN;-1
5;20;4;9;3;UP;-1
5;20;3;8;2;UP;-1
5;20;2;7;1;UP;-1
5;20;1;6;0;UP;-1
5;20;0;5;1;UP;1
5;20;0;4;2;NONE;1
5;20;0;3;3;NONE;-1
5;20;1;2;4;DOWN;-1
5;20;2;1;5;DOWN;-1
5;20;1;0;6;UP;-3
5;20;2;1;7;DOWN;-3
5;20;3;2;8;DOWN;-3
5;20;4;3;9;DOWN;-3
5;20;3;4;8;UP;-3
5;20;2;5;7;UP;-3
5;20;3;6;6;DOWN;-1
5;20;2;7;5;UP;-1
5;20;1;8;4;UP;-1
5;20;0;9;3;UP;-1
5;20;0;10;2;NONE;1
5;20;1;11;1;DOWN;1
5;20;2;12;0;DOWN;-2
5;20;3;13;1;DOWN;-2
5;20;2;14;2;UP;1
5;20;3;15;3;DOWN;1
5;20;2;16;4;UP;1
5;20;3;17;5;DOWN;1
5;20;2;18;6;UP;-2
5;20;1;19;7;UP;-4
5;20;2;20;8;DOWN;-10
5;20;1;19;9;UP;-6
5;20;2;18;8;DOWN;-4
5;20;1;17;7;UP;-4
5;20;0;16;6;UP;-4
5;20;0;15;5;NONE;-3
5;20;1;14;4;DOWN;-1
5;20;0;13;3;UP;-1
5;20;0;12;2;NONE;1
5;20;0;11;1;NONE;1
5;20;1;10;0;DOWN;-1
5;20;2;9;1;DOWN;-1
5;20;3;8;2;DOWN;-1
5;20;2;7;3;UP;1
5;20;3;6;4;DOWN;1
5;20;2;5;5;UP;-1
5;20;3;4;6;DOWN;-1
5;20;4;3;7;DOWN;-1
5;20;3;2;8;UP;-3
5;20;4;1;9;DOWN;-3
5;20;3;0;8;UP;-3
5;20;4;1;7;DOWN;-1
5;20;3;2;6;UP;-1
5;20;2;3;5;UP;-1
5;20;1;4;4;UP;-1
5;20;0;5;3;UP;-1
5;20;0;6;2;NONE;1
5;20;0;7;1;NONE;1
5;20;1;8;0;DOWN;-1
5;20;2;9;1;DOWN;-1
5;20;1;10;2;UP;1
5;20;2;11;3;DOWN;1
5;20;1;12;4;UP;-1
5;20;0;13;5;UP;-3
5;20;1;14;6;DOWN;-3
5;20;0;15;7;UP;-5
5;20;1;16;8;DOWN;-5
5;20;0;17;9;UP;-7
5;20;1;18;8;DOWN;-5
5;20;0;19;7;UP;-5
6;20;0;4;4;NONE;-2
6;20;0;5;5;NONE;-3
6;20;1;6;6;DOWN;-3
6;20;2;7;7;DOWN;-3
6;20;3;8;8;DOWN;-3
6;20;4;9;9;DOWN;-3
6;20;5;10;8;DOWN;-1
6;20;6;11;7;DOWN;1
6;20;7;12;6;DOWN;-1
6;20;7;13;5;NONE;-2
6;20;7;14;4;NONE;-3
6;20;7;15;3;NONE;-4
6;20;6;16;2;UP;-4
6;20;5;17;1;UP;-4
6;20;4;18;0;UP;-4
6;20;3;19;1;UP;-2
6;20;4;20;2;DOWN;-10
6;20;3;19;3;UP;1
6;20;2;18;4;UP;1
6;20;1;17;5;UP;-2
6;20;2;16;6;DOWN;-2
6;20;1;15;7;UP;-4
6;20;0;14;8;UP;-6
6;20;0;13;9;NONE;-7
6;20;0;12;8;NONE;-6
6;20;0;11;7;NONE;-5
6;20;1;10;6;DOWN;-3
6;20;2;9;5;DOWN;-1
6;20;3;8;4;DOWN;1
6;20;4;7;3;DOWN;-1
6;20;3;6;2;UP;-1
6;20;2;5;1;UP;-1
6;20;3;4;0;DOWN;-3
6;20;2;3;1;UP;-1
6;20;3;2;2;DOWN;-1
6;20;4;1;3;DOWN;-1
6;20;3;0;4;UP;1
6;20;4;1;5;DOWN;1
6;20;5;2;6;DOWN;1
6;20;4;3;7;UP;-1
6;20;3;4;8;UP;-3
6;20;4;5;9;DOWN;-3
6;20;3;6;8;UP;-3
6;20;2;7;7;UP;-3
6;20;3;8;6;DOWN;-1
6;20;4;9;5;DOWN;1
6;20;5;10;4;DOWN;-1
6;20;4;11;3;UP;-1
6;20;5;12;2;DOWN;-3
6;20;4;13;1;UP;-3
6;20;3;14;0;UP;-3
6;20;2;15;1;UP;-1
6;20;1;16;2;UP;1
6;20;2;17;3;DOWN;1
6;20;1;18;4;UP;-1
6;20;2;19;5;DOWN;-1
6;20;3;20;6;DOWN;-10
6;20;4;19;7;DOWN;-1
6;20;3;18;8;UP;-3
6;20;2;17;9;UP;-5
6;20;3;16;8;DOWN;-3
6;20;2;15;7;UP;-3
6;20;3;14;6;DOWN;-1
6;20;4;13;5;DOWN;1
6;20;3;12;4;UP;1
6;20;4;11;3;DOWN;-1
6;20;5;10;2;DOWN;-3
6;20;4;9;1;UP;-3
6;20;5;8;0;DOWN;-5
6;20;6;7;1;DOWN;-5
6;20;5;6;2;UP;-3
6;20;6;5;3;DOWN;-3
6;20;5;4;4;UP;-1
6;20;4;3;5;UP;1
6;20;3;2;6;UP;-1
6;20;4;1;7;DOWN;-1
6;20;5;0;8;DOWN;-1
6;20;6;1;9;DOWN;-1
6;20;5;2;8;UP;-1
6;20;4;3;7;UP;-1
6;20;5;4;6;DOWN;1
6;20;6;5;5;DOWN;-1
6;20;5;6;4;UP;-1
6;20;6;7;3;DOWN;-3
6;20;5;8;2;UP;-3
6;20;6;9;1;DOWN;-5
6;20;5;10;0;UP;-5
6;20;6;11;1;DOWN;-5
6;20;7;12;2;DOWN;-5
6;20;7;13;3;NONE;-4
6;20;6;14;4;UP;-2
6;20;7;15;5;DOWN;-2
6;20;7;16;6;NONE;-1
6;20;7;17;7;NONE;1
6;20;6;18;8;UP;1
6;20;7;19;9;DOWN;1
6;20;7;20;8;NONE;10
6;20;7;19;7;NONE;1
6;20;6;18;6;UP;1
6;20;5;17;5;UP;1
6;20;6;16;4;DOWN;-2
6;20;5;15;3;UP;-2
6;20;6;14;2;DOWN;-4
6;20;5;13;1;UP;-4
6;20;4;12;0;UP;-4
6;20;5;11;1;DOWN;-4
6;20;6;10;2;DOWN;-4
6;20;5;9;3;UP;-2
6;20;4;8;4;UP;1
6;20;3;7;5;UP;1
6;20;2;6;6;UP;-2
6;20;3;5;7;DOWN;-2
6;20;4;4;8;DOWN;-2
6;20;3;3;9;UP;-4
6;20;2;2;8;UP;-4
6;20;3;1;7;DOWN;-2
6;20;2;0;6;UP;-2
6;20;3;1;5;DOWN;1
6;20;2;2;4;UP;1
6;20;3;3;3;DOWN;1
6;20;2;4;2;UP;1
6;20;3;5;1;DOWN;-2
6;20;2;6;0;UP;-2
6;20;1;7;1;UP;1
6;20;0;8;2;UP;1
6;20;0;9;3;NONE;-1
6;20;1;10;4;DOWN;-1
6;20;2;11;5;DOWN;-1
6;20;3;12;6;DOWN;-1
6;20;2;13;7;UP;-3
6;20;1;14;8;UP;-5
6;20;2;15;9;DOWN;-5
6;20;3;16;8;DOWN;-3
6;20;4;17;7;DOWN;-1
6;20;5;18;6;DOWN;1
6;20;6;19;5;DOWN;-1
6;20;5;20;4;UP;-10
6;20;6;19;3;DOWN;-3
6;20;7;18;2;DOWN;-5
6;20;6;17;1;UP;-5
6;20;7;16;0;DOWN;-7
6;20;6;15;1;UP;-5
6;20;5;14;2;UP;-3
6;20;4;13;3;UP;-1
6;20;3;12;4;UP;1
6;20;2;11;5;UP;-1
6;20;3;10;6;DOWN;-1
6;20;2;9;7;UP;-3
6;20;3;8;8;DOWN;-3
6;20;2;7;9;UP;-5
6;20;3;6;8;DOWN;-3
6;20;4;5;7;DOWN;-1
6;20;5;4;6;DOWN;1
6;20;4;3;5;UP;1
6;20;5;2;4;DOWN;-1
6;20;6;1;3;DOWN;-3
6;20;7;0;2;DOWN;-5
6;20;7;1;1;NONE;-6
6;20;7;2;0;NONE;-7
6;20;7;3;1;NONE;-6
6;20;6;4;2;UP;-4
6;20;7;5;3;DOWN;-4
6;20;6;6;4;UP;-2
6;20;5;7;5;UP;1
6;20;6;8;6;DOWN;1
6;20;5;9;7;UP;1
6;20;4;10;8;UP;-2
6;20;3;11;9;UP;-4
6;20;4;12;8;DOWN;-2
6;20;5;13;7;DOWN;1
6;20;4;14;6;UP;1
6;20;3;15;5;UP;1
6;20;2;16;4;UP;1
6;20;1;17;3;UP;1
6;20;2;18;2;DOWN;1
6;20;3;19;1;DOWN;-2
6;20;2;20;0;UP;-10
6;20;1;19;1;UP;1
6;20;0;18;2;UP;1
6;20;1;17;3;DOWN;1
6;20;0;16;4;UP;-2
6;20;0;15;5;NONE;-3
6;20;0;14;6;NONE;-4
6;20;1;13;7;DOWN;-4
6;20;0;12;8;UP;-6
6;20;1;11;9;DOWN;-6
6;20;2;10;8;DOWN;-4
6;20;3;9;7;DOWN;-2
6;20;2;8;6;UP;-2
6;20;1;7;5;UP;-2
6;20;0;6;4;UP;-2
6;20;0;5;3;NONE;-1
6;20;1;4;2;DOWN;1
6;20;2;3;1;DOWN;-1
6;20;3;2;0;DOWN;-3
6;20;2;1;1;UP;-1
6;20;1;0;2;UP;1
6;20;0;1;3;UP;-1
6;20;1;2;4;DOWN;-1
6;20;2;3;5;DOWN;-1
6;20;3;4;6;DOWN;-1
6;20;2;5;7;UP;-3
6;20;1;6;8;UP;-5
6;20;2;7;9;DOWN;-5
6;20;1;8;8;UP;-5
6;20;0;9;7;UP;-5
6;20;1;10;6;DOWN;-3
6;20;2;11;5;DOWN;-1
6;20;3;12;4;DOWN;1
6;20;4;13;3;DOWN;-1
6;20;3;14;2;UP;-1
6;20;2;15;1;UP;-1
6;20;3;16;0;DOWN;-3
6;20;2;17;1;UP;-1
6;20;3;18;2;DOWN;-1
6;20;2;19;3;UP;1
7;20;0;4;4;NONE;-2
7;20;0;5;5;NONE;-3
7;20;0;6;6;NONE;-4
7;20;0;7;7;NONE;-5
7;20;0;8;8;NONE;-6
7;20;1;9;9;DOWN;-6
7;20;2;10;8;DOWN;-4
7;20;3;11;7;DOWN;-2
7;20;2;12;6;UP;-2
7;20;3;13;5;DOWN;1
7;20;2;14;4;UP;1
7;20;1;15;3;UP;1
7;20;2;16;2;DOWN;1
7;20;3;17;1;DOWN;-2
7;20;4;18;0;DOWN;-4
7;20;3;19;1;UP;-2
7;20;4;20;2;DOWN;-10
7;20;5;19;3;DOWN;-2
7;20;6;18;4;DOWN;-2
7;20;5;17;5;UP;1
7;20;6;16;6;DOWN;1
7;20;5;15;7;UP;1
7;20;6;14;8;DOWN;1
7;20;7;13;9;DOWN;1
7;20;7;12;8;NONE;1
7;20;7;11;7;NONE;1
7;20;7;10;6;NONE;-1
7;20;6;9;5;UP;-1
7;20;5;8;4;UP;-1
7;20;4;7;3;UP;-1
7;20;5;6;2;DOWN;-3
7;20;6;5;1;DOWN;-5
7;20;7;4;0;DOWN;-7
7;20;6;3;1;UP;-5
7;20;5;2;2;UP;-3
7;20;4;1;3;UP;-1
7;20;3;0;4;UP;1
7;20;4;1;5;DOWN;1
7;20;3;2;6;UP;-1
7;20;4;3;7;DOWN;-1
7;20;5;4;8;DOWN;-1
7;20;6;5;9;DOWN;-1
7;20;7;6;8;DOWN;1
7;20;6;7;7;UP;1
7;20;5;8;6;UP;1
7;20;6;9;5;DOWN;-1
7;20;7;10;4;DOWN;-3
7;20;6;11;3;UP;-3
7;20;5;12;2;UP;-3
7;20;6;13;1;DOWN;-5
7;20;7;14;0;DOWN;-7
7;20;6;15;1;UP;-5
7;20;7;16;2;DOWN;-5
7;20;6;17;3;UP;-3
7;20;7;18;4;DOWN;-3
7;20;7;19;5;NONE;-2
7;20;7;20;6;NONE;-10
7;20;6;19;7;UP;1
7;20;7;18;8;DOWN;1
7;20;6;17;9;UP;-1
7;20;7;16;8;DOWN;1
7;20;6;15;7;UP;1
7;20;7;14;6;DOWN;-1
7;20;7;13;5;NONE;-2
7;20;6;12;4;UP;-2
7;20;7;11;3;DOWN;-4
7;20;6;10;2;UP;-4
7;20;5;9;1;UP;-4
7;20;4;8;0;UP;-4
7;20;5;7;1;DOWN;-4
7;20;4;6;2;UP;-2
7;20;5;5;3;DOWN;-2
7;20;4;4;4;UP;1
7;20;5;3;5;DOWN;1
7;20;4;2;6;UP;1
7;20;3;1;7;UP;-2
7;20;4;0;8;DOWN;-2
7;20;3;1;9;UP;-4
7;20;4;2;8;DOWN;-2
7;20;3;3;7;UP;-2
7;20;2;4;6;UP;-2
7;20;1;5;5;UP;-2
7;20;2;6;4;DOWN;1
7;20;1;7;3;UP;1
7;20;0;8;2;UP;1
7;20;1;9;1;DOWN;1
7;20;0;10;0;UP;1
7;20;0;11;1;NONE;1
7;20;1;12;2;DOWN;1
7;20;0;13;3;UP;-1
7;20;1;14;4;DOWN;-1
7;20;0;15;5;UP;-3
7;20;0;16;6;NONE;-4
7;20;0;17;7;NONE;-5
7;20;0;18;8;NONE;-6
7;20;1;19;9;DOWN;-6
7;20;2;20;8;DOWN;-10
7;20;1;19;7;UP;-4
7;20;0;18;6;UP;-4
7;20;1;17;5;DOWN;-2
7;20;0;16;4;UP;-2
7;20;0;15;3;NONE;-1
7;20;1;14;2;DOWN;1
7;20;2;13;1;DOWN;-1
7;20;3;12;0;DOWN;-3
7;20;4;11;1;DOWN;-3
7;20;3;10;2;UP;-1
7;20;4;9;3;DOWN;-1
7;20;3;8;4;UP;1
7;20;4;7;5;DOWN;1
7;20;5;6;6;DOWN;1
7;20;4;5;7;UP;-1
7;20;5;4;8;DOWN;-1
7;20;4;3;9;UP;-3
7;20;3;2;8;UP;-3
7;20;2;1;7;UP;-3
7;20;1;0;6;UP;-3
7;20;2;1;5;DOWN;-1
7;20;1;2;4;UP;-1
7;20;2;3;3;DOWN;1
7;20;3;4;2;DOWN;-1
7;20;2;5;1;UP;-1
7;20;1;6;0;UP;-1
7;20;0;7;1;UP;1
7;20;1;8;2;DOWN;1
7;20;0;9;3;UP;-1
7;20;1;10;4;DOWN;-1
7;20;0;11;5;UP;-3
7;20;0;12;6;NONE;-4
7;20;0;13;7;NONE;-5
7;20;0;14;8;NONE;-6
7;20;1;15;9;DOWN;-6
7;20;2;16;8;DOWN;-4
7;20;3;17;7;DOWN;-2
7;20;2;18;6;UP;-2
7;20;1;19;5;UP;-2
7;20;2;20;4;DOWN;10
7;20;3;19;3;DOWN;1
7;20;2;18;2;UP;1
7;20;3;17;1;DOWN;-2
7;20;4;16;0;DOWN;-4
7;20;3;15;1;UP;-2
7;20;2;14;2;UP;1
7;20;1;13;3;UP;1
7;20;0;12;4;UP;-2
7;20;1;11;5;DOWN;-2
7;20;2;10;6;DOWN;-2
7;20;1;9;7;UP;-4
7;20;0;8;8;UP;-6
7;20;0;7;9;NONE;-7
7;20;0;6;8;NONE;-6
7;20;1;5;7;DOWN;-4
7;20;2;4;6;DOWN;-2
7;20;1;3;5;UP;-2
7;20;0;2;4;UP;-2
7;20;0;1;3;NONE;-1
7;20;1;0;2;DOWN;1
7;20;2;1;1;DOWN;-1
7;20;3;2;0;DOWN;-3
7;20;4;3;1;DOWN;-3
7;20;3;4;2;UP;-1
7;20;2;5;3;UP;1
7;20;1;6;4;UP;-1
7;20;2;7;5;DOWN;-1
7;20;3;8;6;DOWN;-1
7;20;4;9;7;DOWN;-1
7;20;3;10;8;UP;-3
7;20;4;11;9;DOWN;-3
7;20;3;12;8;UP;-3
7;20;4;13;7;DOWN;-1
7;20;3;14;6;UP;-1
7;20;2;15;5;UP;-1
7;20;3;16;4;DOWN;1
7;20;2;17;3;UP;1
7;20;1;18;2;UP;1
7;20;0;19;1;UP;1
7;20;0;20;0;NONE;10
7;20;1;19;1;DOWN;1
7;20;0;18;2;UP;1
7;20;0;17;3;NONE;-1
7;20;0;16;4;NONE;-2
7;20;0;15;5;NONE;-3
7;20;0;14;6;NONE;-4
7;20;0;13;7;NONE;-5
7;20;1;12;8;DOWN;-5
7;20;0;11;9;UP;-7
7;20;0;10;8;NONE;-6
7;20;0;9;7;NONE;-5
7;20;0;8;6;NONE;-4
7;20;1;7;5;DOWN;-2
7;20;0;6;4;UP;-2
7;20;0;5;3;NONE;-1
7;20;0;4;2;NONE;1
7;20;0;3;1;NONE;1
7;20;0;2;0;NONE;1
7;20;0;1;1;NONE;1
7;20;0;0;2;NONE;1
7;20;1;1;3;DOWN;1
7;20;0;2;4;UP;-2
7;20;0;3;5;NONE;-3
7;20;1;4;6;DOWN;-3
7;20;0;5;7;UP;-5
7;20;1;6;8;DOWN;-5
7;20;2;7;9;DOWN;-5
7;20;3;8;8;DOWN;-3
7;20;2;9;7;UP;-3
7;20;1;10;6;UP;-3
7;20;2;11;5;DOWN;-1
7;20;1;12;4;UP;-1
7;20;0;13;3;UP;-1
7;20;1;14;2;DOWN;1
7;20;0;15;1;UP;1
7;20;1;16;0;DOWN;-1
7;20;2;17;1;DOWN;-1
7;20;3;18;2;DOWN;-1
7;20;2;19;3;UP;1
7;20;1;20;4;UP;-10
7;20;0;19;5;UP;-3
7;20;0;18;6;NONE;-4
7;20;0;17;7;NONE;-5
7;20;1;16;8;DOWN;-5
7;20;2;15;9;DOWN;-5
7;20;1;14;8;UP;-5
7;20;2;13;7;DOWN;-3
7;20;1;12;6;UP;-3
7;20;0;11;5;UP;-3
7;20;1;10;4;DOWN;-1
7;20;2;9;3;DOWN;1
7;20;1;8;2;UP;1
7;20;0;7;1;UP;1
7;20;0;6;0;NONE;1
7;20;0;5;1;NONE;1
7;20;1;4;2;DOWN;1
7;20;2;3;3;DOWN;1
7;20;1;2;4;UP;-1
7;20;0;1;5;UP;-3
7;20;0;0;6;NONE;-4
7;20;1;1;7;DOWN;-4
7;20;0;2;8;UP;-6
7;20;1;3;9;DOWN;-6
7;20;0;4;8;UP;-6
7;20;0;5;7;NONE;-5
7;20;1;6;6;DOWN;-3
7;20;2;7;5;DOWN;-1
7;20;1;8;4;UP;-1
7;20;0;9;3;UP;-1
7;20;0;10;2;NONE;1
7;20;1;11;1;DOWN;1
7;20;0;12;0;UP;1
7;20;0;13;1;NONE;1
7;20;0;14;2;NONE;1
7;20;1;15;3;DOWN;1
7;20;2;16;4;DOWN;1
7;20;3;17;5;DOWN;1
7;20;2;18;6;UP;-2
7;20;3;19;7;DOWN;-2
8;20;0;4;4;NONE;-2
8;20;0;5;5;NONE;-3
8;20;1;6;6;DOWN;-3
8;20;2;7;7;DOWN;-3
8;20;3;8;8;DOWN;-3
8;20;4;9;9;DOWN;-3
8;20;5;10;8;DOWN;-1
8;20;6;11;7;DOWN;1
8;20;5;12;6;UP;1
8;20;4;13;5;UP;1
8;20;5;14;4;DOWN;-1
8;20;4;15;3;UP;-1
8;20;3;16;2;UP;-1
8;20;4;17;1;DOWN;-3
8;20;5;18;0;DOWN;-5
8;20;6;19;1;DOWN;-5
8;20;7;20;2;DOWN;-10
8;20;7;19;3;NONE;-4
8;20;7;18;4;NONE;-3
8;20;6;17;5;UP;-1
8;20;7;16;6;DOWN;-1
8;20;6;15;7;UP;1
8;20;7;14;8;DOWN;1
8;20;6;13;9;UP;-1
8;20;5;12;8;UP;-1
8;20;4;11;7;UP;-1
8;20;5;10;6;DOWN;1
8;20;4;9;5;UP;1
8;20;3;8;4;UP;1
8;20;4;7;3;DOWN;-1
8;20;3;6;2;UP;-1
8;20;4;5;1;DOWN;-3
8;20;3;4;0;UP;-3
8;20;2;3;1;UP;-1
8;20;1;2;2;UP;1
8;20;2;1;3;DOWN;1
8;20;3;0;4;DOWN;1
8;20;2;1;5;UP;-1
8;20;1;2;6;UP;-3
8;20;0;3;7;UP;-5
8;20;1;4;8;DOWN;-5
8;20;0;5;9;UP;-7
8;20;1;6;8;DOWN;-5
8;20;2;7;7;DOWN;-3
8;20;3;8;6;DOWN;-1
8;20;2;9;5;UP;-1
8;20;3;10;4;DOWN;1
8;20;4;11;3;DOWN;-1
8;20;3;12;2;UP;-1
8;20;4;13;1;DOWN;-3
8;20;5;14;0;DOWN;-5
8;20;4;15;1;UP;-3
8;20;3;16;2;UP;-1
8;20;2;17;3;UP;1
8;20;3;18;4;DOWN;1
8;20;2;19;5;UP;-1
